,food,store_name,addr,tel,re_rank1,re_rank2,re_rank3,re_rank4,re_rank5,re_visitor
542,닭볶음탕,백부장집 닭한마리,서울 종로구 삼봉로 100-1,02-732-2565,음식이 맛있어요 956,친절해요 262,재료가 신선해요 217,양이 많아요 175,가성비가 좋아요 170,"예약 없이 방문했고 1시간 가까이 대기했습니다토요일 5시 방문 기준이구요! 회전율을 빠른 것 같았어요따로 웨이팅시스템은 없고 그냥 줄 서시면 되요일행분 다 오셔야 합니다 ㅎㅎ음식은 바로바로 나오고 맛있습니다!!!! 떡사리, 국수사리 꼭 추가해서 드세요 ㅎㅎ 좋은 재료 쓰시는 것 같습니다물김치도 맛있어요!!다만, 대화하기 좋은 분위기는 아니고 화장실이 너무 지저분해서ㅠㅠㅠㅠ들어갔다 그냥 나왔어요"
543,닭볶음탕,몽주막,서울 마포구 독막로9길 12 1층 몽주막,0507-1353-3844,음식이 맛있어요 327,술이 다양해요 160,인테리어가 멋져요 158,친절해요 146,특별한 메뉴가 있어요 126,치즈감자채전 안에 치즈 엄청 많이 들어가있는데 은은하게 올라오는 후추향까지 더해져서 진짜 도른맛.. 파김치랑 조합 너무 좋아요!!!ㅠㅠㅠㅠㅠㅠㅠㅠㅠ그리고 몽주막 육회 맛있는 거 알아서 육회물회 시켜봤는데 역시나..마싯서서 칭구랑 흡입햇서여
544,닭볶음탕,배터리88 홍대점,서울 마포구 와우산로19길 6 1층,0507-1487-0883,음식이 맛있어요 1243,가성비가 좋아요 1094,친절해요 742,술이 다양해요 671,음악이 좋아요 625,"홍대 정문에서 가까워서 좋았어요! 배터리 88은 특이 자리마다마다 샹들리에가 하나씩 있었는데 샹들리에가 이렇게 많은 집은 첨봐유 특이해 특이해~모든 자리에 하나씩 키오스크가있어 주문하기 편했어요 미도리 산토리 하이볼, 스탠다드 계란말이, 매콤 치즈 닭갈비, 진미채튀김 칠리시즈닝 이렇게 주문!! 메뉴가 다양해서 좋았고 황태채를 시킬까하다가 진미채로 주문했는데 탁월한 선택이었습니다! 주문할때 보니까 대리운전도 부를 수 있던데 술먹기 최적의 술집이었습니다 ㅋㅋ학부생으로 보이는 단체손님도 많았고 데이트하러 온 연인과 둘,셋이서 온 칭구들도 마니 보였어여 추천합니다"
545,닭볶음탕,토속촌 삼계탕,서울 종로구 자하문로5길 5 토속촌,02-737-7444,음식이 맛있어요 3945,매장이 넓어요 1307,특별한 메뉴가 있어요 683,친절해요 611,재료가 신선해요 504,웨이팅맛도리집 외국인들이 많이와요 국물 진해요 씨트립 맛집으로 올라가있는거같아요!It is famous Korean food real jin-gook Jonna delicious
546,닭볶음탕,종로계림닭도리탕 충무로직영점,"서울 중구 충무로2길 43 1,2층",02-6467-6962,음식이 맛있어요 347,양이 많아요 127,친절해요 82,가성비가 좋아요 71,특별한 메뉴가 있어요 65,마늘 맛 강한 닭볶음탕… 맛있습니다. 매력있습니다.
547,닭볶음탕,서교주담 합정,서울 마포구 어울마당로5길 46 1층 서교주담 합정,010-5656-9309,음식이 맛있어요 406,술이 다양해요 250,인테리어가 멋져요 228,특별한 메뉴가 있어요 195,대화하기 좋아요 118,"합정, 홍대 술집 분위기가 정말 좋았던 한식주점이에요 데이트, 소개팅하기도 좋았던 분위기구요 조용히 대화나누기도 좋았답니다 매장내부는 깔끔하고 아늑하고 따뜻한 분위기에요 !!!! 합정 핫플답게 월요일부터 손님도 굉장히 많았습니다 안주는 한식안주, 주류는 전통주부터 하이볼까지 아주 다양했구요! 닭도리탕, 트러플 감자전을 주문해서 먹었는데 둘다 술안주로 딱이었어요 ㅎ ㅎ 한식안주가 딱 좋았습니당  특히 닭도리랑은 얼큰해서 매콤한 국물 좋아하시는 분들께 추천드려요 ! 감자전도 겉바속촉 느낌이라서 맛있게 잘 먹었습니당 "
548,닭볶음탕,소문난집,서울 강남구 선릉로 664 건설빌딩,02-544-9257,음식이 맛있어요 155,특별한 메뉴가 있어요 45,친절해요 40,가성비가 좋아요 32,양이 많아요 28,닭볶음탕추천!!대하전도 예술이였어요~
549,닭볶음탕,진옥화할매원조닭한마리,서울 종로구 종로40가길 18,02-2275-9666,음식이 맛있어요 3235,매장이 넓어요 774,양이 많아요 718,특별한 메뉴가 있어요 646,가성비가 좋아요 599,정말 말이필요없어요비오는날 뜨끈한궁물외국인친구 좋아합니다그리고 소스는 간장1 식초1 다대기 맘대로섞어 찍어먹음 짱너므짠거같으면 육수부어달라해요가끔얼큰히 먹고싶다면 소스를 아예 국물에 풀어드세요~~~~
550,닭볶음탕,닭한마리감자탕,서울 강남구 강남대로152길 14 1층 닭한마리감자탕,0507-1407-5220,음식이 맛있어요 347,매장이 넓어요 102,친절해요 91,재료가 신선해요 85,양이 많아요 85,"뜨끄~은한 국물이 생각날 때 찾게 되는 곳! 내부에 테이블도 많고 공간도 넓어서 2~4명이 가기에도, 혹은 단체로 가기에도 좋아요~오늘은 닭한마리에 칼국수에 죽까지 알차게 주문해서 순차적으로 맛나게 잘 먹었습니다. 오래 끓일수록 국물이 진~해져서 더 맛나요~개인적으로 간장 소스가 좀... 별도로 만들어진 간장이 아니라 그냥 간장인 것 같아서 짠 맛만 아쥬 강렬한 게 다소 아쉽긴 합니다만... 식초, 겨자 등등 넣고 본인 입맛에 맞게 소스를 만들어 먹을 수 있고, 백김치 등등 다른 반찬이랑도 먹으면 되니 즐길 방법은 여러 가지인 걸로... 오늘도 역시 배터지게 잘 먹었습니다!!"
551,닭볶음탕,강남77,서울 서초구 서초대로77길 31,0507-1404-8765,음식이 맛있어요 471,술이 다양해요 329,가성비가 좋아요 270,기본 안주가 좋아요 236,인테리어가 멋져요 182,"파티션이 있어 조곤조곤 대화나누기 좋은 건전한 대학가 주점같은 분위기예요!데이트,친목,회식 전부 다 어울리는 장소구요 강남역 초역세권 주점인데 2인분 분량의 배터지는 안주가 대부분 만원 대논알콜 칵테일도 있어 좋아요특히 여기 치즈닭갈비.. 눙물나게 맛있는데요 ㅠㅠㅠㅠ (자박자박한 닭갈비 국물에 주먹밥 찍먹하니 환상이구요..) 챱스테이크도 갓, 갓, 갓성비ㅠㅠㅠ (야채도 느무느무 신선해 깜놀이었답니다)강남역에서 가격착한 주점 혹은 맛집을 찾으신다면단언컨대 강남77만한 가성비는 없을것 같네요 (전 요기 강남역맛집 찜해놓고 또 가보려구요~~)"
552,닭볶음탕,큰손닭한마리,서울 송파구 백제고분로15길 59 1층 잠실동,010-2740-3366,음식이 맛있어요 387,친절해요 125,매장이 넓어요 117,재료가 신선해요 64,가성비가 좋아요 59,큰손닭한마리 궁물이 진짜 혜자롭고 은혜로운맛!!MSG 1도없는 깔끔하고 진한맛이에요^_^아이와 함께 친목모임했는데 너무 친절히 맞아주시고 자리도 안쪽에 넓게 앉게 배려해주셔갖고 좋았습니다!!
553,닭볶음탕,매운집,서울 구로구 경인로67길 23 201동 104호,0507-1366-4396,음식이 맛있어요 383,친절해요 166,양이 많아요 162,재료가 신선해요 99,매장이 청결해요 98,"2명이서 곱도리탕 중 37,000원짜리 먹었어요. 양이 많고 대창도 많습니다. 다 조리되어나오니 1-2분 좀 더 끓였다가 따뜻하게 먹으면 돼요. 종업원 분들도 친절하십니다. 건물 내 지하주차장 주차되고 2시간 지원돼요!!"
554,닭볶음탕,윤정포차,서울 양천구 중앙로34길 19 1층,02-2649-6598,음식이 맛있어요 369,기본 안주가 좋아요 145,가성비가 좋아요 135,친절해요 97,특별한 메뉴가 있어요 67,닭도리탕 정말 맛있었어요 그간 신정네거리 다니면서 사람 항상 많아서 궁금했는데 이제 먹어보게 되었네요
555,닭볶음탕,최사장네닭,서울 마포구 연남로 4-1 1층 최사장네닭,02-334-9242,음식이 맛있어요 199,가성비가 좋아요 120,친절해요 87,양이 많아요 80,혼밥하기 좋아요 51,진짜 맛있어요떡사리 추가는 무조건!!!! (한 번 추가하고 또 한 번 더 했어요…)양도 은근 많고 기본반찬들의 구성이 훌륭해요
556,닭볶음탕,매운집 합정점,서울 마포구 독막로3길 25 1층,0507-1378-7599,음식이 맛있어요 386,친절해요 191,양이 많아요 137,특별한 메뉴가 있어요 126,매장이 청결해요 124,"합정역 술집 곱도리탕 맛집 매운집 합정점 대창이랑 곱창 중에 어렵게 고민하다가 곱창으로 결정!! 닭도리탕에 어느정도 곱창이 들어있겠지 했는데 통곱창이 들어있을 줄 몰랐어요 계란밥, 넓적당면, 치즈떡, 메추리알 기본으로 제공되는데도 절대 맛이 부족하지 않고 너무 맛있었어요!! 국내산 하림닭 사용해서인지 퍽퍽살까지 양념이 잘 베어서 촉촉하게 먹을 수 있어서 술안주로 완전 딱 6시도 안됐는데 만석되는 걸 보니 웨이팅 맛집이구나 싶더라구요! 다행히 6시 전에 들어가서 네이버 예약으로 입장도 수월했어서 좋았어요 ㅎㅎ* 이 글은 제품만을 제공받아 솔직하게 작성한 글입니다."
557,닭볶음탕,우면동소나무집,서울 서초구 식유촌길 71 우면동소나무집,02-577-9292,음식이 맛있어요 192,특별한 메뉴가 있어요 68,양이 많아요 59,친절해요 33,주차하기 편해요 24,바삭한 감자전에 청국닭도리탕 조합 최고에요!40년동안 국내산 재료만 사용하시고단맛은 양파로 내시고청국장 잘 못먹는 초보자도 먹을 수 있을 것 같아요ㅎㅎ닭은 야들~야들감자는 쫀득 포실해서 밥에다가 국물이랑 감자 으깨서 비벼먹으니꿀 맛이었습니당ㅎㅎㅎ양도 많아요!
558,닭볶음탕,로비,서울 관악구 남부순환로248길 20 2층,0507-1379-2589,음식이 맛있어요 116,인테리어가 멋져요 79,술이 다양해요 76,친절해요 54,가성비가 좋아요 52,낙성대역 근처에서 간단히 분위기 내기도 너무 좋고 공간도 넓으면서 깔끔해요! 데이트 하기도 좋고 지인들과 가볍게 즐기기도 좋아요 사진은 못 찍었지만 감바스가 진촤 마싯고 무조건 바게트 추가 !!!!! 하이볼 종류도 많아서 좋아요 직원분들 친절은 덤
559,닭볶음탕,본대가 발산점,서울 강서구 공항대로 271 이천이프라자 2층,0507-1384-2833,음식이 맛있어요 765,매장이 넓어요 402,친절해요 393,양이 많아요 338,매장이 청결해요 318,"미나리 올려진 감자탕이라니,, 궁금해서 들어왔는데 넘 맛있게 잘 먹고 갑니다! 둘이서 감자탕에 수제비, 공기밥, 볶음밥 추가하니까 넘 배부르네용 ..ㅎㅎㅎㅎ직원분들도 친절하시고 맛도 있어서 담에 또 방문해보려구요 ~~"
560,닭볶음탕,종로계림닭도리탕 충정로점,서울 서대문구 충정로4길 12 1층,0507-1446-0514,음식이 맛있어요 144,친절해요 66,양이 많아요 44,매장이 넓어요 41,가성비가 좋아요 38,집근처 충정로역 먹자골목에 자리잡은 종로계림닭도리탕 충정로점을 다녀왔어요 눈오는 주말 저녁인데도 동네 술꾼들이 여기 다 모여있는듯 자리가 많이 차 있어요 소주한잔에 딱 어울리는 안주가 아닐까 한데 볶음밥까지 맛있네요 이런 맛집이 집근처에 있다는게 행복하네요 재방문의사 200%!
561,닭볶음탕,오죽이네,서울 종로구 돈화문로11가길 25,02-741-8874,음식이 맛있어요 734,매장이 넓어요 163,양이 많아요 158,친절해요 146,가성비가 좋아요 126,닭매운탕이란 메뉴를 첨 먹어봤어요! 칼국수 사리랑 너무 잘어울려서 맛있었습니다 매콤 했으면 더 맛있었을것 같아요! 일하시는 분들이 다 너무 친절하셔서 기분 좋은 식사였습니다 
562,닭볶음탕,메밀향그집,서울 종로구 대학로11길 18,0507-1360-3681,음식이 맛있어요 754,친절해요 305,양이 많아요 265,특별한 메뉴가 있어요 245,가성비가 좋아요 135,다행히 많이 안기다림.폭탄 치즈 순살 짜파 인데생각처럼 맵지는 않고치즈가 많인 좀 느끼하나 고소하고좀 짜고...먹고 나온 짜파는 기름이 섞여 진짜 느끼했음.그래서 그런지 빨리 배부른듯.메일전은 담백하니 좋았음.전용 간장이 있었으면 더 맛있었을런지도 모르지만...전반적으로 좀 바쁘고 잘 돌아봐주지 못함.상호는 메밀향이지만 메밀은 전뿐이고 닭볶음탕이 주인듯.
563,닭볶음탕,역삼농원,서울 강남구 논현로 333 1층 역삼농원,02-557-2080,음식이 맛있어요 310,양이 많아요 205,특별한 메뉴가 있어요 178,고기 질이 좋아요 138,가성비가 좋아요 120,닭도리탕이랑 야채튀김먹었습니다! 계란말이도 너무 맛있고 닭에 숯불맛이 일품이에요~~ 저녁에 회식자리나 모임으로 너무 좋을 것 같아요!! 매장 BGM이 너무 제취향이여서 기분좋게 있다갑니다! 다음에 또 갈게요~~
564,닭볶음탕,매운집,서울 강서구 마곡중앙로 161-8 두산더랜드파크 D동 1층 102호,0507-1359-9005,음식이 맛있어요 247,양이 많아요 126,친절해요 115,재료가 신선해요 85,매장이 청결해요 82,"마곡나루역 맛집 매운집에서 곱도리탕 2~3인분으로 곱창을 선택하고 야끼만두 사리 하나 추가해서 맵기 2단계에 소주 2병 마셨어요! 원래 데이트를 할 때는 술 별로 안 마셔서 1병만 마시거든요 그런데 얼큰하고 맛있어서 술이 술술 매운 걸 좋아해서 맵기 선택 가능한 점도 좋았고 2~3인용에 닭 한 마리 다 들어가 있었어용 사리도 기본으로 유부, 메추리알, 당면, 치즈떡, 감자가 들어가 있어서 야끼 하나 추가했는데도 양이 엄청 푸짐했는데 밥까지 기본으로 주시더라고요!! 비벼도 맛있고 볶아도 맛있어요 ㅎㅎ 둘이서 진짜 완전 배부르게 먹고 왔어요 돈이 안 아까운 맛 7시에 방문했는데 예약했던 저희 테이블 하나 빼고 이미 만석일 만큼 인기 많은 맛집이었어요 네이버 예약 필수로 하고 방문하시는 것을 추천드려요"
565,닭볶음탕,은좌식당,서울 성동구 왕십리로 330,0507-1329-5591,음식이 맛있어요 234,친절해요 141,양이 많아요 123,가성비가 좋아요 122,재료가 신선해요 73,"대로앞 골목길에 숨어져 있는 선물 같은 노포, 왕십리 닭한마리 은좌식당 왕십리냉삼으로도 유명해요닭한마리도 맛있지만 닭도리탕도 맛있어요 닭에 양념이 잘 스며들어있어서 완전 밥도둑이에요!라면사리 끓여먹으니 별미에요"
566,닭볶음탕,이층집 닭도리탕,서울 강남구 강남대로124길 10 2층,0507-1434-7669,음식이 맛있어요 131,친절해요 68,특별한 메뉴가 있어요 36,대화하기 좋아요 26,가성비가 좋아요 20,"회식장소로 딱인 이층집 닭도리탕입니다.여기는 한우곱도리탕이 정말 맛있습니다. 한우곱창, 닭고기, 떡사리 등 다양한 토핑이 들어있고 다채롭게 식감을 느낄 수 있습니다. 게다가 얼큰하고 칼칼한 국물이 아주 일품이며, 국물을 자작하게 하여 볶음밥으로 만들어 먹으면 정말 맛도리입니다.다만 테이블간 간격이 비좁아서 이야기를 하기에는 다소 부적합하나, 순수 맛으로만 본다면 이보다 완벽한곳은 없습니다. 날씨 추운날에도 너무나 딱인 안주라 더 유명해지기전에 한번 가보셔서 술잔을 기울이는것도 좋을것 같습니다."
