food,store_name,addr,tel,re_rank1,re_rank2,re_rank3,re_rank4,re_rank5,re_visitor
닭볶음탕,을지로골목집 신용산점,서울 용산구 한강대로42길 14 1층,02-3785-1008,음식이 맛있어요 174,친절해요 71,특별한 메뉴가 있어요 55,단체모임 하기 좋아요 45,인테리어가 멋져요 38,"곱창 못먹어서.. 걱정 했는데, 그냥 닭볶음탕처럼 맛있네요!! 신라면정도 맵기라고 했지만 맵찔이도 거뜬했어요. 파채랑 고기랑 당면사리 먹으면 너무 맛있어요!!!! 짜계치랑 닭이랑도 너무 잘어울려용!!!!하이볼은... 진짜 사진에 담기지도 않는 압도적 비주얼이네요. 다 먹을수 있을까 했는데, 에?!? 맛있으니 배불러도 술술 들어가요!! 하이볼 꼭 드세용!!!"
닭볶음탕,콤마,"서울 송파구 백제고분로15길 49 1층 , 콤마",0507-1363-0140,음식이 맛있어요 180,친절해요 119,인테리어가 멋져요 103,음악이 좋아요 75,특별한 메뉴가 있어요 72,"잠실새내 위치한 콤마는 안주맛집 와인맛집 분위기맛집이라 꼭 가보라고 추천 받은 곳이에요! 콤마에 들어서면 시끌벅적하고 정신없는 바깥세상과는 분리되어서 전혀 다른 공간에 온 듯한 느낌이라 좋았어요! 듣기 좋은 음악과 대화하기 좋은 분위기에요 😍음식은 정말 다 맛있어보이는 메뉴들만 있는데 그 중 라구파스타와 바지락술찜 그리고 샹그리아를 주문했어요, 라구파스타는 살짝 매콤한데 또 양념이 너무 맛있어서 순식간에 사라졌어요 🥹 바지락술찜은 카펠리니면이 들어있고 빵찍어먹으면 맛있겠다 싶어서 바게트를 추가해서 먹으니 역시 맛있었어요 👍🏻그리고 샹그리아도 음식과 잘 어울려서 완전 추천이에요!콤마는 음식도 맛있고 분위기도 좋지만 또 사장님도 너무 친절하셔서 더 기분 좋은 시간을 가질 수 있었어요! 또 방뭉할게용 😁"
닭볶음탕,도리도리하찌 닭도리탕,서울 관악구 관악로14길 77,02-889-4490,음식이 맛있어요 192,친절해요 72,가성비가 좋아요 44,양이 많아요 42,특별한 메뉴가 있어요 20,"사장님은 친절하신데, 다시 안 갈 듯 합니다. 맛은 평범하고, 고기가 작고 살짝 질겨서 제 스타일은 아니었습니다. 그리고 홀 직원 서비스가 별로였어요 ㅠ 일단 주문한다고 했는데, 눈도 안 마주치고, 자기 할 일 하면서 주문 하라고 하더라고요; 그리고 정신도 없어서 메뉴도 잘못 나오고, 순서도 엉키고,,, 열심히 하시려는 거 같긴한데, 뭐가 중요한지 순서나 기본적인 게 부족해서 교육하거나 바꾸야 할 듯 합니다. 그리고 음식에서 철수세미 같은 거 나왔어요 ㅠ 사장님 죄송하시고, 메뉴도 새로 주시면서 신경쓰겠다고 말씀하셨으나 괜히 껄끄러웠습니다,,,"
닭볶음탕,장인석닭한마리,서울 광진구 자양로43길 49-6,02-456-9912,음식이 맛있어요 243,친절해요 100,가성비가 좋아요 58,재료가 신선해요 49,양이 많아요 47,"아차산역 근처 닭요리 고수의 식당!맛) 자극적인데 담백한 아이러니한 맛양) 볶음밥까지 먹으면 걸어서 못 나오는 양!위생) 나쁘지 않아요~!서비스) 푸근한 어머니아버지의 서빙!주인 아주머니께서 손님과 대화하기를 좋아하심^^..Not bad총평) 4/5, 서울에서 닭도리탕을 먹고 싶다면 장인석으로~!"
닭볶음탕,고향닭도리탕,서울 강서구 강서로 60,02-2603-1999,음식이 맛있어요 340,양이 많아요 149,가성비가 좋아요 143,친절해요 115,재료가 신선해요 49,"점심시간대 방문해서 더 가성비있게 먹었음.남자친구가 좋아하는 곱창전골집인데, 1인 제육 1인 곱창전골로 각각주문해서 양도 푸짐하고 좋았음."
닭볶음탕,고갯마루,서울 강남구 테헤란로28길 27,미등록,음식이 맛있어요 290,양이 많아요 52,단체모임 하기 좋아요 43,친절해요 36,특별한 메뉴가 있어요 35,첫방문!생강향이 은은한게 많이 달지 않아 좋았습니다!맛있습니다~
닭볶음탕,연남주막,"서울 강서구 마곡중앙6로 70 1층 110호(마곡동, 매그넘797)",0507-1371-5041,음식이 맛있어요 254,특별한 메뉴가 있어요 148,친절해요 139,술이 다양해요 110,인테리어가 멋져요 102,"마라탕, 곱도리탕 최애메뉴인데 발산에 마라곱도리탕이 있다길래 바로 달려갔어요😆 기대하고 갔는데 기대 이상으로 맛도리였고 육회도 존맛이었어요👍 맛, 비주얼, 가게 분위기까지 만족스러워서 자주 갈 것 같아요 !! 번창하세요✨🫶"
닭볶음탕,한옥정,서울 동대문구 답십리로 146-4,02-2249-1082,음식이 맛있어요 262,재료가 신선해요 98,가성비가 좋아요 82,양이 많아요 79,친절해요 75,너무 맛있어요ㅠㅠㅠ 담에 다른 메뉴들도 먹어보고싶어요!
닭볶음탕,화통본가,서울 종로구 수표로20길 33,02-2269-8877,음식이 맛있어요 218,친절해요 91,가성비가 좋아요 83,양이 많아요 75,재료가 신선해요 40,흥부가나 장군집 가봤던곳은 웨이팅 있어서 빈집가봄 굴보쌈시키고 계란찜 서비스가 나와서 맛있게 먹었는데 솔직히 보쌈은 근처다른집은 입에서 녹는데 여긴 고기가 빳뻣함 중자가 소자같아서 좀....너무소박함..! 직원은 친절하지만 음식으로는 패스하는게 맞을듯
도토리묵,순남시래기 서여의도점,서울 영등포구 국회대로 780 엘지여의도에클라트,0507-1363-1950,음식이 맛있어요 115,반찬이 잘 나와요 63,친절해요 40,가성비가 좋아요 32,양이 많아요 27,"여의도맛집👍🏻자극적이지 않고 맛있게 밥먹을 수 있는 곳 :)혼밥하기도 좋고 도시락이나 포장도 되서 좋고셀프바에서 잡채와 떡볶이, 도토리묵, 과자까지 먹을 수 있어서 혜자맛집임음식도 맛있고 깔끔해서너무 좋음!!!(영수증리뷰 길게 세세하게 썼는데지워졌네요..네이버영수증리뷰 화딱지🔥)"
도토리묵,체부동잔치집,서울 종로구 자하문로1길 16,02-730-5420,음식이 맛있어요 1590,가성비가 좋아요 993,양이 많아요 545,친절해요 291,재료가 신선해요 210,"계란말이 가성비 좋아요멸치국수 가성비 좋으나 후추를 많이 뿌려주셔서 아쉬워요 ㅜ해물파전 18,000그래서 부추전 10,000 맛잇었어요"
도토리묵,오죽이네,서울 종로구 돈화문로11가길 25,02-741-8874,음식이 맛있어요 734,매장이 넓어요 163,양이 많아요 158,친절해요 146,가성비가 좋아요 126,닭매운탕이란 메뉴를 첨 먹어봤어요! 칼국수 사리랑 너무 잘어울려서 맛있었습니다 매콤 했으면 더 맛있었을것 같아요! 일하시는 분들이 다 너무 친절하셔서 기분 좋은 식사였습니다 👍
도토리묵,백년옥,서울 서초구 남부순환로 2407,02-523-2860,음식이 맛있어요 1736,재료가 신선해요 586,특별한 메뉴가 있어요 406,양이 많아요 295,친절해요 285,"예술의 전당 한가람미술관 앞에 위치한 두부 요리집인데 넘 맛있고 따뜻하네요🥰둘이서 두부전골에 공기밥까지 먹었는데 정말 배 터지는 줄 알았어요~!콩나물무침이랑 미역도 맛있고 전골 국물이 어찌나 시원하던지요~~새우도 8마리?? 10마리 가량은 들은 것 같고 게도 있고 국물이 넘 좋았어요!두부도 속이 꽉 차서 단면이 정말 예쁘더라고요🧡개인적으로 두부를 아~~~주 좋아하는 편까진 아닌데도 넘 맛있게 먹었어요!쑥갓도, 팽이버섯도 모두 하나같이 잘 어우러져서 배부른데도 못 멈추고 다 먹은 것 같아요ㅋㅋㅋㅋ다음에 또 들르게 되면 좋겠네요!😆"
도토리묵,목멱산방,서울 중구 퇴계로20길 71 1층 목멱산방,02-318-4790,음식이 맛있어요 1069,재료가 신선해요 599,매장이 청결해요 330,특별한 메뉴가 있어요 292,친절해요 221,비빔밥 진짜 맛있었어요ㅎㅎ 채소 종류도 다양하고 양도 많아서 만족했구요! 깔끔한 두부보쌈도 맛있게 먹었는데 검은콩두부가 생각보다 맛있어서 신기했어요ㅎㅎ 외국인들에게도 인기많은 미쉘린 맛집이라해서 기대하고 갔는데 완전 기대200%충족입니닷😆
도토리묵,최대감네,서울 종로구 인사동8길 12-3,0507-1401-9355,음식이 맛있어요 816,매장이 넓어요 458,재료가 신선해요 451,단체모임 하기 좋아요 333,인테리어가 멋져요 252,햇살이 눈부시고 가을 바람이 제법 부는 날 따뜻한 샤브 육수가 땡겨서 “최대감”네를 찾았어요. 12시에 갔는데 대기를 20분 정도 했었고 손님들이 계속 입장할 정도로 맛집이에요. 한옥 건물에 한상 푸짐한 샤브를 따뜻하게 잘 먹었네요. 특히 샤브 양념이 맛있어요.
도토리묵,청계산곤드레집,"서울 서초구 청룡마을1길 1 1, 2층",0507-1357-4542,음식이 맛있어요 1199,건강한 맛이에요 503,재료가 신선해요 346,친절해요 249,반찬이 잘 나와요 231,저희 엄마가 정말 좋아하는 집이예요 역시 어른맛인가봉가?!?!?! 도토리묵을 제가 젛아해서 꼭 사켜요 소름끼치는맛은 아닌데 곤드레밥이랑 조합 좋더라구요. 밥양은 리필 가능이구요. 된장찌게와 밑반찬중에 단연 두부가 일등이구요김치 맛있어요 금욜 12시 넘어 갔는데 웨이팅 20분가량 했어요. 로테이션빨라요.
도토리묵,한소반 청계산점,서울 서초구 청계산로 249,02-3453-1500,음식이 맛있어요 1036,가성비가 좋아요 318,양이 많아요 260,재료가 신선해요 208,특별한 메뉴가 있어요 203,"아주 어릴 때부터 가족과 종종 찾던 나만의 맛집🤩한소반 모듬보쌈세트(대)(59,000)를 시키면 샐러드 나오고 난 뒤에 저렇게 보쌈과 겉절이스타일 김치와 도토리묵과 초밥용 밥과 너무맛있는 홍어무침이 나와요. 보쌈 진짜 야들하고 김치, 홍어무침, 새우젓, 밥 등 다양하게 곁들여 먹으면 끊임없이 들어간다는 게 함정. 고기 추가는 200g에 13,000원인가 그러는데 저희는 4명이서 가서 추가해 먹었어요.도토리전도 진짜 바삭하니 맛있구요사진은 없지만 칼국수랑 죽도 해먹을 수 있는데 무난히 맛있어서 흡입하다 보면 항상 배 찢어지기 직전에 겨우 나오는 곳.가족과 가서 푸짐히 드세요."
도토리묵,산들애건강밥상,서울 은평구 대서문길 43-16,02-385-9693,음식이 맛있어요 1091,재료가 신선해요 438,친절해요 297,특별한 메뉴가 있어요 225,양이 많아요 131,등산객이 많이 가는 어르신 위주?의 식당일거라고 기대없이 갔는데 젊은 사람이 먹기에도 너무 건강하고 맛있었어요! 솔직히 제육볶음 이런건 가격대비 양이 좀 적긴한데 청국장 포함에 반찬들이 맛깔나서 괜찮았어요 시그니처인 코다리구이를 기대 많이했는데 제육볶음이 더 맛있었어요 감자전은 아주 두툼해서 세조각 먹고 포장해왔습니다 막걸리 한잔 걸치면 너무 좋을 맛집이네요
도토리묵,소담채,서울 서초구 원터6길 5,02-3462-8592,음식이 맛있어요 357,매장이 넓어요 144,단체모임 하기 좋아요 121,재료가 신선해요 105,친절해요 105,토종닭이라서 크고 양 많아요~ 여자 3인분정도요볶음밥이나 면사리가 따로 있는지 모르겐네요소담채 분위기나 기본 반찬 맛은 말해모해요 ㅎㅎ닭매운탕(닭볶음탕) 관련 리뷰가 없는거 같아서 올려바요~
도토리묵,도토리 소반,서울 종로구 대학로9길 12 2층 도토리소반,0507-1330-0891,음식이 맛있어요 84,재료가 신선해요 64,친절해요 30,특별한 메뉴가 있어요 30,양이 많아요 27,"새로 생겨서 우연히 온건데...대박 맛집이네요와 진짜 솥밥인데 가성비 미쳤어요...!밥 완전 찰지고!! 반찬도 가지런하고, 간도 적당하고!정말 간만에 한식 지대로 먹었어요👍특히 고등어는 국내산 생물이라더니ㅠㅠ 진짜 너무 맛있었어요ㅠㅠ 집에서 비린내 나서 고등어 못 먹는데ㅠㅠ 진짜 존맛탱.. 하나도 안비리고 엄청 부드러워서 입에서 녹음... 그리고 보쌈 고기 완전 부드러움... 부모님, 어른들 모시고 오면 완전 좋을거 같고!든든한 한식 먹고 싶을 때 강추입미다!아니 일단 밥이 맛있음..."
도토리묵,미림산장,서울 강북구 삼양로181길 253 우이동 미림산장,02-993-3330,음식이 맛있어요 265,뷰가 좋아요 148,단체모임 하기 좋아요 129,매장이 넓어요 81,양이 많아요 65,여름에 오면 좋을것 같아요~백숙은 그냥 아는 맛이고~부추전도 그럭저럭~ 계곡이 멋져요~!👍
도토리묵,완산정,서울 관악구 봉천로 484,02-878-3400,음식이 맛있어요 406,가성비가 좋아요 128,친절해요 83,혼밥하기 좋아요 78,특별한 메뉴가 있어요 56,추운날씨에 땡겨서 갔어요굴콩나물국물 정말 시원하고 맛있더라구요근데 딸이 시킨 일반콩나물국밥은 계란껍질이 세번이나 나와 기분이 상하더라구요그 점 빼고는 괜찮아요
도토리묵,수라간,서울 마포구 동교로38안길 3 1층,0507-1330-4335,음식이 맛있어요 497,친절해요 282,재료가 신선해요 176,양이 많아요 145,매장이 청결해요 98,닭볶음탕이 정말 맛있었어요 감자도 제대로 푹 익혀 나와서 포슬포슬하고 양념도 진하고 달달 매콤한게 너모 매력적이라 밥한그릇 뚝딱하기 딱이예요 👍 꼬막밥은 노오란 강황밥에 참기름향이 향긋 고소하고 꼬막이 비리지 않고 신선하고 해감이 잘 되어 있어서 좋얐구요 기본찬도 깔끔 정갈했어요 가성비 좋은 고급스런 한식 찐맛집이예용
도토리묵,응순가재골수제비,서울 노원구 동일로242길 100,02-939-6778,음식이 맛있어요 1511,양이 많아요 407,가성비가 좋아요 400,친절해요 356,재료가 신선해요 266,좀 멀지만 얼큰수제비 때문에 찾아갔는데~ 다들 파전 드시고 계셔서 파전까지 주문😊 안시켰으면 큰일날뻔🤣🤣너무 고소하고 오징어 파가 전부~ 수제비도 어찌나 맛있는지 고급스런 얼큰수제비네요~ 꼭 또가고 싶은집입니다👍🤗🤗
도토리묵,다야,서울 광진구 광장로1길 20,02-453-7833,음식이 맛있어요 258,가성비가 좋아요 136,친절해요 96,양이 많아요 82,재료가 신선해요 79,지나다 우연히 들어갔는데 식사나 가볍게 술한잔하기 좋네요. 야외테이블에 앉아먹으니 더좋았어요. 칼제비 도토리묵 파전 같이 주시는 겉절이도 맛있어요. 아차산등산후 오시는손님 많네요~^^ ⭕️인스타 뚱스집밥
도토리묵,북한산 인수재,서울 강북구 4.19로12길 60-93 인수재,02-994-2355,음식이 맛있어요 6,친절해요 5,뷰가 좋아요 4,고기 질이 좋아요 3,가성비가 좋아요 2,"영업마감이 5시입니다.4시도착하니 시간여유도 없고,옆테이블 손님떠나니우리만 남아 마지막 테이블 ㅎ;; 두부포기하고,통갈매기살 150g 2인분 주문했구요.맛있었습니다~"
